PDB_ID,UniProt_ID
5WDZ,P10145
5WE0,O13852
5WE1,O13852
5WE2,O13852
5WE3,P84510
5WE4,P0A7N4
5WE6,P0A7N4
5WE7,C3W5S0
5WE8,Q9H4A3
5WE9,C3W5S0
5WEA,Q9UKV8
5WEB,C3W5S0
5WEC,A0A0H3AJJ8
5WED,F5L3B8
5WEE,A0A183GMB4
5WEF,C3W5S0
5WEG,A0A075E2Q1
5WEH,P33517
5WEI,C3W5S0
5WEJ,Q83883
5WEK,P19491
5WEL,P19491
5WEM,P19491
5WEN,P19491
5WEO,P19491
5WEP,D7UQM0
5WER,P01900
5WES,P01900
5WET,P01900
5WEU,P01900
5WEV,O60674
5WEW,W8UNW6
5WEX,P00918
5WEY,P02866
5WEZ,P21244
5WF0,P0A7N4
5WF1,F6SIY5
5WF2,F6SIY5
5WF3,C3W5S0
5WF5,P29274
5WF6,P29274
5WF7,G0S8H7
5WF9,Q96N21
5WFB,Q96N21
5WFC,G0S8H7
5WFD,G0S8H7
5WFE,Q46896
5WFG,D3T4E0
5WFI,P0C6X9
5WFJ,P52333
5WFK,P0A7N4
5WFL,Q14145
5WFM,C3W5S0
5WFN,P10987
5WFO,Q07889
5WFP,Q07889
5WFQ,Q07889
5WFR,Q07889
5WFS,P0A7N4
5WFT,Q9HZE5
5WFU,Q9CQV8
5WFV,Q14145
5WFW,C3W5S0
5WFX,Q9CQV8
5WFY,P00970
5WFZ,C3W5S0
5WG1,Q14145
5WG3,P25098
5WG4,P25098
5WG5,P25098
5WG6,Q15910
5WG7,P00918
5WG8,P53041
5WG9,C3W5S0
5WGB,Q9Y697
5WGC,Q54816
5WGD,P03372
5WGG,A3DDW1
5WGI,F8W4B7
5WGK,F8W4B7
5WGL,F8W4B7
5WGM,F8W4B7
5WGP,P00918
5WGQ,P03372
5WGR,L0E155
5WGS,L0E155
5WGT,L0E155
5WGU,L0E155
5WGV,L0E155
5WGW,L0E155
5WGX,L0E155
5WGY,L0E155
5WGZ,L0E155
5WH1,Q00403
5WH5,Q08499
5WH6,Q08499
5WH8,E9NSK2
5WH9,Q9KBC9
5WHA,P01116
5WHB,P01116
5WHC,Q93009
5WHD,P01116
5WHE,P01116
5WHF,P08670
5WHG,Q04311
5WHH,Q16548
5WHI,Q16548
5WHJ,S6BAN1
5WHK,P55899
5WHL,Q14145
5WHN,Q13148
5WHO,Q14145
5WHP,Q13148
5WHQ,Q8X182
5WHR,P14902
5WHS,Q8X182
5WHT,Q8Z6A3
5WHU,Q404H3
5WHV,Q404H3
5WHW,P06873
5WHX,I1MYY4
5WHY,A3DDW1
5WI0,P43490
5WI1,P43490
5WI2,O14757
5WI3,I6YCI1
5WI4,P51807
5WI5,Q97NQ4
5WI6,Q15661
5WI7,I6YCI1
5WI8,P20334
5WI9,Q86Z14
5WIA,Q13148
5WIB,I6YCI1
5WIC,Q17U16
5WID,Q8TPV5
5WIE,P62483
5WIF,A0A5P8YIA2
5WIG,C7C422
5WIH,A0A024FRL9
5WII,Q17U16
5WIJ,O60674
5WIK,O60674
5WIL,O60674
5WIM,O60674
5WIN,O60674
5WIO,Q17U16
5WIP,Q17U16
5WIQ,Q13148
5WIR,P54274
5WIS,P60493
5WIT,P60493
5WIU,P21917
5WIV,P21917
5WIW,P20334
5WIY,Q14145
5WIZ,A0A060GYS1
5WJ0,A0A060GZX0
5WJ1,P17597
5WJ2,P42212
5WJ3,P42212
5WJ4,P42212
5WJ5,Q9GZU1
5WJ6,O94925
5WJ7,Q13426
5WJ8,Q9H251
5WJ9,Q9GZU1
5WJA,P14925
5WJB,P13848
5WJC,O94244
5WJD,Q59DX8
5WJE,Q59DX8
5WJF,P20334
5WJG,P06873
5WJH,P06873
5WJI,Q96DE0
5WJJ,Q16539
5WJK,P02185
5WJL,P04439
5WJM,Q99PF4
5WJN,P04439
5WJP,Q4FLR5
5WJQ,E9PYI1
5WJR,Q9KEI9
5WJS,Q2SZC0
5WJT,P02968
5WK0,A0A2C9TMM3
5WK1,S5M825
5WK3,Q92583
5WK5,P72151
5WK6,P72151
5WK7,P00183
5WK9,P00183
5WKB,Q13148
5WKC,P07342
5WKD,Q13148
5WKE,P29016
5WKF,P04439
5WKG,P29016
5WKH,P04439
5WKI,P29016
5WKJ,K9N638
5WKK,K9N638
5WKL,K9N638
5WKM,K9N638
5WKN,Q88435
5WKO,Q6N089
5WKP,Q9Y697
5WKQ,P18011
5WKT,P02699
5WKU,Q1XA76
5WKV,Q1XA76
5WKW,P14925
5WKX,Q1XA76
5WKY,Q1XA76
5WKZ,A0A0B4J2H0
5WL0,Q67296
5WL1,P29016
5WLB,P01116
5WLC,P0CX55
5WLE,Q9VG78
5WLF,Q9VG78
5WLG,P01899
5WLH,A0A2D0TCH1
5WLI,P01899
5WLN,P35818
5WLO,Q72498
5WLP,P40458
5WLQ,P13848
5WLR,P00918
5WLS,Q9M1L7
5WLT,P00918
5WLU,P00918
5WLV,P00918
5WLW,Q9Y697
5WLX,A0A3F2YLP5
5WLY,P43341
5WLZ,Q13426
5WM0,P14925
5WM1,P12689
5WM2,A0A140DJY3
5WM3,A0A140DJY3
5WM4,A0A140DJY3
5WM5,A0A140DJY3
5WM6,A0A140DJY3
5WM7,A0A140DJY3
5WM8,P12689
5WM9,O53623
5WMA,O60885
5WMB,P12689
5WMD,O60885
5WME,P13848
5WMF,P03211
5WMG,O60885
5WMH,Q9SIE1
5WMI,Q9SIE1
5WMJ,P00441
5WMK,Q9SIE1
5WML,Q9SIE1
5WMM,Q333U7
5WMN,P01889
5WMO,P01889
5WMP,P01889
5WMQ,P01889
5WMR,P01889
5WMS,A0A060GYS1
5WMT,P41148
5WMU,P14902
5WMV,P14902
5WMW,P14902
5WMX,P14902
5WN0,P27695
5WN1,P27695
5WN2,P27695
5WN3,P27695
5WN4,P27695
5WN5,P27695
5WN8,P14902
5WN9,P03423
5WNA,P03423
5WNB,P03423
5WNE,Q13464
5WNF,Q13464
5WNG,Q13464
5WNH,Q13464
5WNI,Q9ERK0
5WNJ,Q9ERK0
5WNK,Q9ERK0
5WNL,Q9ERK0
5WNM,Q9ERK0
5WNN,Q63V82
5WNO,P24348
5WNP,P80371
5WNQ,P80371
5WNR,P80371
5WNS,P80371
5WNT,P80371
5WNU,P80371
5WNV,P80371
5WNW,P77754
5WNX,P06746
5WNY,P06746
5WNZ,P06746
5WO0,P06746
5WO1,P77754
5WO2,P77754
5WO3,P77754
5WO4,P23458
5WO6,Q9R186
5WO7,Q9R186
5WO8,Q9R186
5WO9,Q9R186
5WOA,Q9R186
5WOB,P14735
5WOE,Q9H3E2
5WOF,Q8I5R9
5WOG,P69905
5WOH,P69905
5WOL,P24703
5WOO,P0A0N2
5WOP,F4MEU3
5WOQ,A0QVU1
5WOR,P00441
5WOS,Q6VZT9
5WOT,P00778
5WOU,Q7KRY7
5WOX,A0R5R3
5WOY,Q8R7R4
5WOZ,Q05543
5WP0,Q5DZX4
5WP1,P28482
5WP2,P9WPP7
5WP3,O75530
5WP4,Q9FR44
5WP5,Q944H0
5WP6,Q8TD43
5WP9,O00429
5WPA,P23246
5WPB,Q9UBN7
5WPH,Q88LK7
5WPI,Q58PW8
5WPJ,Q8DNS5
5WPK,Q8DNS5
5WPL,P01112
5WPM,P01116
5WPN,A0A075ML49
5WPP,A0A076NBW8
5WPQ,Q99J21
5WPR,A0A076NBW8
5WPS,A0A076NBW8
5WPT,Q99J21
5WPU,A0A076NBW8
5WPV,Q99J21
5WPW,A0A222NNM9
5WPX,A0A023GUP0
5WPY,A0A023GUP0
5WPZ,P0AEX9
5WQ0,A0A1W2VN00
5WQ2,E7E815
5WQ3,Q8NRE2
5WQ4,P0CG48
5WQ6,P0AEX9
5WQ7,P45758
5WQ8,P45779
5WQ9,P45779
5WQA,Q08499
5WQC,O43614
5WQD,Q15554
5WQE,T0D7A2
5WQF,Q0C8A2
5WQG,Q0C8A2
5WQH,Q0C8A2
5WQI,Q0C8A2
5WQJ,Q99J99
5WQK,Q99J99
5WQL,P0AFB1
5WQM,Q9HWU9
5WQN,Q9HWU9
5WQO,Q9HWU9
5WQP,Q9HWU9
5WQQ,P80176
5WQR,P80176
5WQS,P10537
5WQT,P57764
5WQU,P10537
5WQV,P07013
5WQW,Q8XL11
5WQX,P37231
5WQZ,Q382J7
5WR0,P37231
5WR1,P37231
5WR2,P43133
5WR3,P43133
5WR4,P43133
5WR5,P43133
5WR6,P43133
5WR7,P04629
5WR8,P02883
5WR9,P00698
5WRA,P00698
5WRB,P00698
5WRC,P06873
5WRD,Q9CQV6
5WRE,L7R9I1
5WRF,A3M692
5WRG,P59594
5WRH,P0A1J3
5WRI,O60507
5WRJ,O60507
5WRK,P84092
5WRL,P84092
5WRM,P84092
5WRN,P04818
5WRO,P15007
5WRP,P9WKE5
5WRQ,P09874
5WRR,Q96MK3
5WRS,Q96MK3
5WRT,Q4VUZ3
5WRU,O77392
5WRV,Q9UHB9
5WRW,O76094
5WRY,P09874
5WRZ,P09874
5WS0,P09874
5WS1,P09874
5WS3,O43614
5WS4,A0A0D8G707
5WS5,P51765
5WS6,P51765
5WS7,P36639
5WS8,P9WKE5
5WS9,P9WKE5
5WSA,P9WKE5
5WSB,P9WKE5
5WSC,P9WKE5
5WSD,Q9X1H0
5WSE,Q9X1H0
5WSF,Q9X1H0
5WSG,P33334
5WSH,P04439
5WSK,P11383
5WSL,A0A2H4A2Y5
5WSN,A1E4C6
5WSO,P19711
5WST,P97479
5WSU,P0DP23
5WSV,P0DP23
5WSX,Q79ZR9
5WSY,Q79ZR9
5WSZ,A0A0C5K362
5WT1,Q9V2G1
5WT2,O25008
5WT3,Q9V2G1
5WT4,O25008
5WT5,O25008
5WT6,O25008
5WT7,Q15063
5WT9,Q15116
5WTA,Q932F7
5WTB,Q932F7
5WTC,P09874
5WTD,P02787
5WTE,P08617
5WTF,P08617
5WTH,P08617
5WTJ,P0DOC6
5WTK,P0DOC6
5WTQ,Q5JS54
5WTR,Q981D4
5WTS,Q00987
5WTU,A0A0N8J336
5WTW,P03147
5WTX,P47077
5WTY,P47077
5WTZ,X5I2D7
5WU0,X5I2D7
5WU1,Q9H6E5
5WU2,Q9H6E5
5WU3,Q9H6E5
5WU4,Q9H6E5
5WU5,Q9H6E5
5WU6,Q9H6E5
5WU7,O50094
5WUA,Q61743
5WUC,Q4J9E6
5WUD,A0A0U3H1E6
5WUE,A0A0U3H1E6
5WUF,Q47UY7
5WUG,A0A1P8VKA0
5WUJ,O25118
5WUK,O75530
5WUL,A0A192ICX3
5WUM,P52293
5WUN,P52293
5WUP,U5LUV7
5WUQ,Q45585
5WUR,Q45585
5WUS,U5LUV7
5WUT,A0A1Y1CVU5
5WUU,O60885
5WUW,A0A192ICX3
5WUX,P01375
5WUY,B0VDX7
5WUZ,A0A1S6EK91
5WV1,D9J2T9
5WV3,P80025
5WV8,U5LUV7
5WV9,U5LUV7
5WVA,A0A192ICX3
5WVB,U5LUV7
5WVC,O14727
5WVD,Q9BUB5
5WVE,O14727
5WVF,U5LUV7
5WVG,U5LUV7
5WVH,U5LUV7
5WVI,P38624
5WVK,P38624
5WVM,P0AEX9
5WVN,P0AEX9
5WVO,P62979
5WVP,A0A1P8VKA0
5WVR,Q6CUK7
5WVU,Q5SLM3
5WVW,Q97ZE3
5WVX,P35812
5WVY,Q97ZE3
5WVZ,Q97ZE3
5WW0,Q9Y7Q6
5WW3,A0QXB7
5WW4,A0QXB7
5WW5,A0QXB7
5WW6,A0QXB7
5WW7,A0QXB7
5WW8,A0QXB7
5WW9,A0QXB7
5WWC,Q97ZE3
5WWD,Q9CA40
5WWE,P22626
5WWF,P22626
5WWG,P22626
5WWI,P04439
5WWJ,P04439
5WWK,A0A059PIQ0
5WWL,Q9Y738
5WWM,Q05022
5WWN,Q07381
5WWO,P38333
5WWP,K0BWD0
5WWQ,Q8TEA1
5WWR,Q8TEA1
5WWS,Q8TEA1
5WWT,Q8TEA1
5WWU,P04439
5WWV,P00371
5WWW,Q5U5Q3
5WWX,Q5U5Q3
5WWZ,Q5U5Q3
5WX1,Q5U8X5
5WX2,P00371
5WX3,A0A1W7GKH6
5WX4,A0A1W7GKH4
5WX5,A0A1X8XLG0
5WX6,A0A1X8XLG1
5WX7,A0A1X8XLG2
5WX8,Q77Z83
5WX9,Q9LSX0
5WXB,A0A167V0D5
5WXC,P04439
5WXD,P04439
5WXE,A0A2R2JFU3
5WXF,P00749
5WXG,Q5VWG9
5WXH,Q5VWG9
5WXI,E6MVV9
5WXJ,E6MVV9
5WXK,E6MVV9
5WXL,P36160
5WXM,P32899
5WXN,P63104
5WXO,P00749
5WXP,P00749
5WXQ,P00749
5WXR,P00749
5WXS,P00749
5WXT,P00749
5WXU,A0A162EGL7
5WXV,Q5DK16
5WXX,Q9RNB4
5WXY,Q9RNB4
5WXZ,Q9RNB4
5WY0,Q5T8I9
5WY1,P13864
5WY2,Q9Y5X3
5WY3,G0S5L1
5WY4,G0S5L1
5WY5,Q8WV22
5WY6,Q9CA40
5WY8,P23468
5WY9,P41222
5WYA,M1GRN3
5WYB,Q9I5I4
5WYD,Q9I5I4
5WYF,M1GRN3
5WYG,P0CL62
5WYH,Q9UBQ0
5WYI,B3LNW5
5WYJ,P15646
5WYK,P15646
5WYL,G0S5L1
5WYN,O43464
5WYO,P0AES9
5WYQ,Q02RL6
5WYR,Q02RL6
5WYS,P08659
5WYX,Q9NR97
5WYZ,Q9NR97
5WZ1,A0A109PRQ3
5WZ2,A0A109PRQ3
5WZ3,A0A109PRQ3
5WZ4,P95004
5WZE,Q9HTW6
5WZF,P95004
5WZG,Q9C552
5WZH,Q9C552
5WZI,Q9C552
5WZJ,Q9C552
5WZK,Q9C552
5WZM,Q9NZK7
5WZN,G5ELM1
5WZO,Q9NZK7
5WZP,G5ELM1
5WZQ,G5ELM1
5WZR,G5ELM1
5WZS,Q9NZK7
5WZT,Q9NZK7
5WZU,Q9NZK7
5WZV,Q9NZK7
5WZW,Q9NZK7
5WZX,Q96RI1
5WZY,F8W463
5WZZ,Q8IUQ4
5X00,C3LT09
5X02,P36888
5X03,P94426
5X04,Q41635
5X06,P0A988
5X07,Q9Y261
5X08,P04578
5X09,O57728
5X0B,Q5JD03
5X0E,Q5JD03
5X0F,Q5JD03
5X0G,Q5JD03
5X0I,P14618
5X0J,Q5JD03
5X0K,Q5JD03
5X0M,D0E0C2
5X0N,A0A087IWB4
5X0O,A0A087IWB4
5X0Q,A0A087I947
5X0R,O75469
5X0S,A0A2L0ART2
5X0T,P35613
5X0V,A0A087I947
5X0W,Q96EP0
5X0X,P84233
5X0Y,P84233
5X0Z,O25503
5X11,E0TW95
5X12,E0TW95
5X13,E0TW95
5X14,E0TW95
5X15,Q9FBS9
5X16,Q8N6T7
5X17,Q9DC28
5X18,P23291
5X19,P00396
5X1A,Q16555
5X1B,P00396
5X1C,Q16555
5X1D,Q16555
5X1E,Q5ZYD0
5X1F,P00396
5X1G,Q8TF30
5X1H,Q5ZYB7
5X1I,G2IQS7
5X1J,G2IQS7
5X1K,G2IQS7
5X1L,G2IQS7
5X1M,G2IQS7
5X1N,G2IQS7
5X1O,P09038
5X1Q,A0A1S4NYE5
5X1R,A0A1S4NYE5
5X1S,A0A1S4NYE5
5X1T,A0A1S4NYE5
5X1U,Q5WZ95
5X1V,P14618
5X1W,P14618
5X1X,A0A0E1XLJ5
5X1Y,D9J041
5X20,Q3Y316
5X21,Q5SHR6
5X22,Q5SHR6
5X23,P11712
5X24,P11712
5X26,P00533
5X27,P00533
5X28,P00533
5X29,P59637
5X2A,P00533
5X2B,B7ZWN4
5X2C,P00533
5X2D,Q2PMV7
5X2E,Q2PMV7
5X2F,P00533
5X2G,Q0P897
5X2H,Q0P897
5X2I,P39116
5X2J,A0A1E5TT85
5X2K,P00533
5X2L,Q9GZT4
5X2M,A0A173M0G2
5X2N,A0A173M0G2
5X2O,A0A173M0G2
5X2P,A0A173M0G2
5X2Q,A0A173M0G2
5X2R,P69905
5X2S,P69905
5X2T,P69905
5X2U,P69905
5X2V,P13254
5X2W,P13254
5X2X,P13254
5X2Y,P13254
5X2Z,P13254
5X30,P13254
5X31,P04377
5X32,F2JVT6
5X33,Q9WTK1
5X34,P62694
5X35,P62694
5X36,P62694
5X37,P62694
5X38,P62694
5X39,P62694
5X3C,P62694
5X3D,P96074
5X3E,G5EG83
5X3F,P42588
5X3G,E6WYZ8
5X3H,E6WYZ8
5X3I,D2PPM7
5X3J,D2PPM7
5X3K,D2PPM7
5X3L,Q07932
5X3M,P0CG47
5X3N,P0CG47
5X3O,P0CG47
5X3P,O94888
5X3R,Q9L8G8
5X3S,Q07832
5X3T,O53778
5X3V,P34897
5X3X,O68106
5X3Y,Q61474
5X3Z,Q61474
5X40,O68106
5X41,A0A1G7HZ57
5X42,Q5ZYB7
5X45,E5D8F2
5X47,A3M692
5X49,Q9NQH7
5X4A,A4CYJ6
5X4B,P50743
5X4F,Q13148
5X4H,Q8TZE0
5X4I,Q8TZE0
5X4J,Q8TZE0
5X4K,Q8TZE0
5X4L,P55072
5X4M,P41182
5X4N,P41182
5X4O,P41182
5X4P,P41182
5X4Q,P41182
5X4R,K9N5Q8
5X4S,P59594
5X4T,K9TLZ5
5X4U,K9TLZ5
5X4V,K9TLZ5
5X4W,P04818
5X4X,P04818
5X4Y,P04818
5X4Z,C4R4Y0
5X50,C4R4Y0
5X51,C4R4Y0
5X52,P02768
5X54,Q14145
5X55,Q5UPT2
5X56,Q9LR64
5X57,Q9UPN3
5X58,P59594
5X59,K9N5Q8
5X5A,P04818
5X5B,P59594
5X5C,K9N5Q8
5X5D,P04818
5X5F,K9N5Q8
5X5G,A0A0B6VPP7
5X5H,Q79VD9
5X5I,P75811
5X5J,Q6TA00
5X5L,E1A0Z5
5X5M,Q929T5
5X5O,Q9NYL2
5X5P,P02787
5X5Q,P04818
5X5R,Q929T5
5X5S,D9MZ14
5X5T,Q1JUP4
5X5U,Q1JUP4
5X5V,P07645
5X5W,P07645
5X5Y,Q9HVV6
5X60,O60341
5X61,Q869C3
5X62,P53934
5X66,P04818
5X67,P04818
5X68,O15229
5X69,P04818
5X6A,Q4WP32
5X6B,Q58876
5X6C,Q59054
5X6D,P22262
5X6E,P22262
5X6F,Q9I6D1
5X6G,P97454
5X6H,P97454
5X6I,P16304
5X6J,P84139
5X6K,A0A2R2JFU5
5X6L,A0A2R2JFU6
5X6M,P97454
5X6N,P22545
5X6O,P38111
5X6P,Q84HF5
5X6Q,Q84HF5
5X6R,P38169
5X6S,Q92194
5X6T,Q96C24
5X6U,Q9UHA4
5X6V,Q9UHA4
5X6X,P14583
5X6Y,P14583
5X6Z,P14583
5X70,P14583
5X71,P14583
5X72,O43924
5X73,O43924
5X74,O43924
5X79,P09211
5X7B,Q06124
5X7D,P07550
5X7E,P18326
5X7F,P9WJZ7
5X7G,G9MBW2
5X7H,G9MBW2
5X7J,Q5SHX3
5X7K,Q54456
5X7L,C0JRY3
5X7M,P09890
5X7N,P09890
5X7O,A0A193PKW5
5X7P,A0A193PKW5
5X7Q,A0A193PKW5
5X7R,A0A193PKW5
5X7S,A0A193PKW5
5X7U,D1CE96
5X7V,Q9Y010
5X7X,P84243
5X7Y,H2B3G5
5X7Z,P9WME9
5X80,P9WME9
5X83,P43146
5X86,Q5SHX3
5X88,A0A1S6YJF3
5X89,Q8TGZ5
5X8A,Q5SHX3
5X8B,Q5SHX3
5X8C,Q5SHX3
5X8D,Q5SHX3
5X8F,P23971
5X8G,P23971
5X8H,X2D0L0
5X8I,P49759
5X8J,Q5SHX3
5X8K,Q5SHX3
5X8L,Q9NZQ7
5X8M,Q9NZQ7
5X8N,P52293
5X8P,P82249
5X8Q,P51449
5X8R,P29344
5X8S,G1RH57
5X8T,P82249
5X8U,G1RH57
5X8V,Q5SHX3
5X8W,G1RH57
5X8X,G1RH57
5X8Y,A0A0U4DG08
5X8Z,A3QAQ5
5X90,Q5ZYD0
5X93,P24530
5X94,Q06124
5X98,Q5SHX3
5X99,Q5SHX3
5X9A,Q8T893
5X9B,Q9NQG6
5X9C,Q9NQG6
5X9D,F9VNG5
5X9G,Q5SMG8
5X9H,Q5SMG8
5X9I,A3QAQ5
5X9J,A0A1E1FFL1
5X9K,Q5AR31
5X9L,P02883
5X9M,P02883
5X9O,P41182
5X9P,P41182
5X9Q,Q63XZ4
5X9R,P31602
5X9S,P01112
5X9U,Q3AF10
5X9V,Q3AF10
5X9W,Q5F5J4
5X9X,Q9BML7
5X9Y,O67518
5X9Z,P11881
5XA0,P11881
5XA1,P11881
5XA2,D5STP0
5XA3,P14779
5XA4,G3XD33
5XA5,P90947
5XA6,A0A384E0Y8
5XA7,P04191
5XA8,P04191
5XA9,P04191
5XAA,P04191
5XAB,P04191
5XAC,Q9GZQ8
5XAD,Q9GZQ8
5XAE,Q9GZQ8
5XAF,P81947
5XAG,P81947
5XAH,Q8TEX9
5XAI,O67099
5XAK,Q5SHX3
5XAL,Q5SHX3
5XAM,Q9RTE3
5XAN,Q9RTE3
5XAO,Q0UIL6
5XAP,Q9RTE3
5XAQ,Q8BHA3
5XAR,P31602
5XAS,P31602
5XAT,P31602
5XAU,O15230
5XAV,E1APK1
5XAW,Q8IWT1
5XAX,Q7M729
5XAY,Q9XCC7
5XAZ,Q9XCC7
5XB0,Q88B84
5XB1,P02794
5XB2,O67099
5XB3,O67099
5XB5,O67099
5XB6,P76049
5XB7,A0A2H4A2Z3
5XB8,Q9LBX2
5XBC,K4L9I6
5XBD,A0A2R2JFU8
5XBF,Q6PIF6
5XBH,O67099
5XBI,Q9HUT5
5XBJ,Q0P8E9
5XBK,Q8TEX9
5XBL,Q99ZW2
5XBM,Q14108
5XBO,P0CG47
5XBP,M9PW10
5XBQ,O58966
5XBR,O58966
5XBS,Q9Y9L0
5XBT,Q9HUT5
5XBU,A7KMF0
5XBW,Q9HUT5
5XBX,A7KMF0
5XBY,P13861
5XBZ,A0A023I7E1
5XC0,O30700
5XC1,O30700
5XC2,A0A023I7E1
5XC3,Q5UQ27
5XC4,A7KMF0
5XC5,Q5UQ27
5XC6,M9P7S0
5XC7,M9P7S0
5XC8,A7KMF0
5XC9,A7KMF0
5XCA,A7KMF0
5XCB,Q8XP10
5XCC,Q8XP10
5XCE,Q9BI08
5XCH,Q9BI08
5XCJ,Q9BI08
5XCK,Q9BI08
5XCN,P45040
5XCO,P01116
5XCP,P45040
5XCV,Q86YL7
5XCW,P45040
5XCY,Q02321
5XCZ,Q02321
5XD0,A0A088BCU2
5XD1,A0QUZ2
5XD2,A0QUZ2
5XD3,A0QUZ2
5XD4,A0QUZ2
5XD5,A0QUZ2
5XD6,Q9LUT0
5XD7,H2IFX0
5XD8,H2IFX0
5XD9,H2IFX0
5XDA,Q94218
5XDB,Q9LBX2
5XDC,Q9LBX2
5XDD,Q9LBX2
5XDE,Q9LBX2
5XDF,Q5SL04
5XDG,Q9LBX2
5XDH,I3IL56
5XDI,A0A2D0TCI2
5XDJ,P40843
5XDK,P00533
5XDL,P00533
5XDM,P18196
5XDN,P21796
5XDO,P21796
5XDP,P0CG47
5XDQ,P00396
5XDR,O43143
5XDS,P9WML9
5XDT,Q6GHP9
5XDU,Q6GHP9
5XDV,Q6GHP9
5XDW,Q6GHP9
5XDX,P00396
5XDZ,C6K2H9
5XE0,F1T146
5XE1,P14902
5XE2,P9WII5
5XE3,P9WII5
5XE4,P00173
5XE5,B1MK49
5XE7,L0TCG5
5XE8,Q8DW05
5XE9,Q8DW05
5XEA,P28977
5XEB,P27427
5XEC,P00099
5XED,P00099
5XEE,P00173
5XEF,Q81FF1
5XEG,Q10BI6
5XEI,F8AFS8
5XEJ,P14174
5XEK,Q8WVD5
5XEM,Q8RE94
5XEN,Q8RE94
5XEO,Q8RE94
5XEP,Q61362
5XEQ,Q8NFZ4
5XER,P59637
5XES,P59637
5XET,A5U150
5XEU,H9L4J8
5XEV,Q9RX37
5XEX,Q2FZ20
5XEY,B1MK49
5XEZ,P47871
5XF0,P35613
5XF1,P47871
5XF2,Q63XZ4
5XF3,P68431
5XF4,P68431
5XF5,P68431
5XF6,P84233
5XF7,Q8N807
5XF8,P29469
5XF9,A0A077L6X8
5XFA,A0A077L6X8
5XFC,Q8WZA1
5XFD,A0A2D0TCI3
5XFE,Q95YI4
5XFF,P22455
5XFH,Q0JMY8
5XFI,P93114
5XFJ,P22455
5XFL,Q61301
5XFM,Q8A1K0
5XFN,O43189
5XFO,O43189
5XFP,O43189
5XFQ,Q9Z1B8
5XFR,Q9Y483
5XFS,L7N667
5XFT,A8I0K9
5XFU,P02882
5XFV,Q57U83
5XFW,Q57U83
5XFY,A0A0K8P6T7
5XFZ,A0A0K8P6T7
5XG0,A0A0K8P6T7
5XG2,F8AFS8
5XG3,P51834
5XG4,P00749
5XG7,Q9UHV8
5XG8,Q9UHV8
5XG9,C4LUC7
5XGA,P0AEJ4
5XGB,Q9I580
5XGC,P52306
5XGD,Q9I580
5XGE,Q9I580
5XGF,A0A0H0Y8X2
5XGG,C4LUC7
5XGH,P42336
5XGI,P42336
5XGJ,P42336
5XGK,P93836
5XGL,Q8WSF8
5XGM,P00533
5XGN,P00533
5XGO,P0ABT2
5XGP,O73821
5XGQ,A5U150
5XGR,A3EXD0
5XGS,Q96I51
5XGT,A0A0H3JNP6
5XGV,K7QRJ5
5XGW,Q484B6
5XGX,Q484B6
5XGY,Q9GK12
5XGZ,A0A1E1FFN6
5XH2,A0A0K8P6T7
5XH3,A0A0K8P6T7
5XH6,U2UMQ6
5XH7,U2UMQ6
5XHB,P42708
5XHC,A0A0R4I993
5XHE,P25440
5XHH,H9L4J2
5XHI,P07798
5XHJ,P14779
5XHK,P25440
5XHL,G3XD33
5XHM,P07798
5XHN,P07798
5XHO,P07798
5XHP,E8XCX6
5XHQ,P23930
5XHR,P05364
5XHS,Q9NXA8
5XHT,Q9UPV7
5XHU,O31475
5XHV,C3W5X2
5XHW,Q8GJ90
5XHX,Q9I0P6
5XHY,O60885
5XHZ,Q8R550
5XI0,Q5E6G3
5XI2,O60885
5XI3,O60885
5XI4,O60885
5XI5,A0A0R4I993
5XI7,A0A0R4I993
5XI8,P66948
5XI9,P0DMV8
5XIA,P12070
5XIB,G3XD33
5XIC,G3XD33
5XIE,G3XD33
5XIF,S8G8I1
5XIG,S8G8I1
5XIH,S8G8I1
5XII,S8G8I1
5XIJ,S8G8I1
5XIK,S8G8I1
5XIL,Q4QDS0
5XIM,P12851
5XIN,P12851
5XIO,Q5CWN3
5XIP,U6KWI1
5XIQ,S8G8I1
5XIR,P0DMV8
5XIS,Q8IYW5
5XIT,Q8IYW5
5XIU,Q8IYW5
5XIV,A0A247D712
5XIW,Q2XVP4
5XIX,O43776
5XJ0,Q5SHR6
5XJ1,Q97R12
5XJ2,Q97R12
5XJ3,P16410
5XJ4,Q9NZQ7
5XJ5,O66905
5XJ6,O66905
5XJ7,O66905
5XJ8,O66905
5XJ9,O66905
5XJA,Q922S8
5XJB,Q922S8
5XJC,Q6P2Q9
5XJD,Q62296
5XJE,P0DOX5
5XJF,P0DOX5
5XJG,P39968
5XJH,A0A0K8P6T7
5XJJ,A0A2D0TCI5
5XJK,P59594
5XJL,O14893
5XJM,P50052
5XJN,Q8NSW2
5XJO,C0LGW6
5XJP,Q6TA00
5XJQ,O14893
5XJR,O14893
5XJS,O14893
5XJT,O14893
5XJU,O14893
5XJV,Q6B8I1
5XJX,C0LGW6
5XJY,O95477
5XK2,P78583
5XK3,M4T4U9
5XK4,P0CG47
5XK5,P0CG47
5XK6,M4T4U9
5XK7,M4T4U9
5XK8,M4T4U9
5XK9,M4T4U9
5XKA,P9WI69
5XKB,G3XD33
5XKC,Q8GRC7
5XKD,Q8GRC7
